,OBJECTID,IncidentSi,POOFips,geometry,year,month,day,FireCause_Human,FireCause_Natural,FireCause_Undetermined,FireCause_Unknown,POOCounty_Aleutians East,POOCounty_Aleutians West,POOCounty_Anchorage,POOCounty_Bethel,POOCounty_Bristol Bay,POOCounty_Denali,POOCounty_Dillingham,POOCounty_Fairbanks North Star,POOCounty_Juneau,POOCounty_Kenai Peninsula,POOCounty_Kodiak Island,POOCounty_Kusilvak,POOCounty_Lake and Peninsula,POOCounty_Matanuska-Susitna,POOCounty_Nome,POOCounty_North Slope,POOCounty_Northwest Arctic,POOCounty_Southeast Fairbanks,POOCounty_Valdez-Cordova,POOCounty_Wade Hampton,POOCounty_Yukon-Koyukuk,POOLandown_ANCSA,POOLandown_BIA,POOLandown_BLM,POOLandown_County,POOLandown_DOD,POOLandown_DOE,POOLandown_NPS,POOLandown_Private,POOLandown_State,POOLandown_Tribal,POOLandown_USFS,POOLandown_USFWS,distance_to_blackspruce,distance_to_paperbirch,distance_to_whitespruce,distance_to_aspen,distance_to_poplar
4092,265961,10661.0,02290,POINT (234770.8278221867 1689757.725743259),2015,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,343.32510406219285,370.0696524475834,0.0,976.9299213513331,1409.8656611601132
4094,266000,18.0,02013,POINT (-767475.6946117133 525965.3890887109),2018,2,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296131.99761576595,241561.4899821966,35892.233649012625,800326.9182156555,586306.107167181
4096,266151,426.4,02240,POINT (649101.5814515204 1480403.1271393362),2015,5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3033.1832198810935,226.14840682301784,0.0,1493.1578447245113,13317.124821096975
4103,266622,234.0,02158,POINT (-456083.9050434771 1482056.1741190348),2022,5,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7664.067602035252,7882.385692178242,7533.73446895282,111904.59535925767,110052.57958220696
4107,266926,1486.3,02290,POINT (-217383.46065397497 1367367.808650145),2019,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,962.3527582260452,7418.845852566461,0.0,50272.94506584566,49267.170102928976
4112,267063,828.5,02290,POINT (389902.27085996245 1909705.510074894),2020,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11687.156619103145,17536.416489990515,0.0,3940.8382020064037,4094.9126648413367
4120,267338,181.7,02240,POINT (536700.1272212468 1586552.4208278258),2021,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,408.9799269984132,3119.79686647606,0.0,1270.5572844018536,46044.832351683326
4124,267545,39.7,02290,POINT (330491.71463270305 1903178.3845062638),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8943.586047209501,8786.413885212734,0.0,745.0949510773188,3157.52691781836
4126,267568,82.5,02180,POINT (-311615.77244546084 1668046.4881357376),2019,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25873.255626193662,26012.91028088459,0.0,109496.10641858555,109159.46336870588
4129,267693,43199.8,02290,POINT (66601.97543697912 1626918.293697884),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1431.6468071496238,1984.531155225273,0.0,30582.685035825187,27486.202220363346
4133,268072,158.0,02240,POINT (395321.37675825873 1566327.744477111),2018,4,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4926.142794730592,2696.3882740783433,0.0,5088.354808566496,19362.32306260756
4134,268081,29.4,02290,POINT (328292.6550985603 1733919.9907364482),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,767.8350694388611,2031.4521740606194,0.0,9936.702567789027,57086.71928803091
4137,268207,34.0,02170,POINT (261978.24038000073 1308289.360627027),2019,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5303.823931888024,0.0,886.2399721331789,25222.95869416869,12766.718472779217
4144,268422,73.0,02068,POINT (218516.92426994038 1585270.806587103),2015,6,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,427.561414792298,309.1903212855605,0.0,965.7081505053862,357.7443301542597
4145,268456,52.5,02261,POINT (476538.71753657574 1283456.3751985223),2016,7,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9399.64596744016,26.572159222856158,510.6961539689105,12619.106630855254,4066.6804402302228
4146,268508,66.0,02050,POINT (-214041.65731985148 1353794.5117148857),2018,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,937.9860525065416,3869.535447941375,0.0,63864.47800960281,62979.74370326923
4150,268585,1929.6,02290,POINT (40454.7725380415 1538853.6385632632),2021,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,892.1145398718423,30.93681172945472,0.0,11319.708417294125,9069.815418362858
4152,268641,60806.6,02290,POINT (48503.017526300646 1685968.93463849),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,313.9547356691872,4992.981931721305,539.1207026460985,8282.83143252527
4156,268737,13924.0,02290,POINT (-187274.6115309355 1393458.3991296552),2017,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1170.9122236147032,1677.1527510632507,0.0,34575.54858654686,34901.45971729803
4157,268778,95.7,02068,POINT (251578.89061190546 1561328.9788473474),2021,6,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1811.9493913590884,2345.253952141532,0.0,23614.426121656586,24161.900823712476
4163,269238,8653.4,02050,POINT (-189259.21395921364 1309466.1547747194),2019,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,579.431291172594,329.9815617680263,24708.283660075514,24266.516384136117
4173,269721,3965.6,02290,POINT (136079.55582539627 1863831.2951692478),2016,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,223.16129920469226,22350.691206149026,0.0,28702.107370487884,2739.8065142262644
4174,269749,90.3,02290,POINT (349885.7775134327 1818013.5105959608),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8286.056885279617,140.93121916335647,3271.5497081843646,430.54350845861904
4183,270101,31.8,02290,POINT (459408.6672250541 2000731.0188034682),2017,7,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,259.86622418181497,877.1291255243951,0.0,17481.241368238418,47809.15572238843
4186,270265,185.0,02290,POINT (-83566.34166474892 1815181.4346196495),2020,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,29999.105263039535,3386.1419209723654,29726.35912122971,719.4752042214924
4188,270298,467.2,02290,POINT (141895.46323834147 1810497.1162285863),2020,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1201.2394089958702,6967.491793735263,4995.68440938083,10617.045234907231
4191,270410,43409.4,02070,POINT (-232904.06494726532 1030668.9902733759),2022,6,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30657.316472148712,140742.6751182524,912.17713937619,153369.7237220328,33760.439944170335
4197,270697,4862.0,02150,POINT (100081.48549268031 847074.6147127997),2015,8,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212222.5035534218,7727.657018368967,60274.85480436199,234022.07341273187,233579.46640243148
4201,270843,938.0,02290,POINT (-104792.25807315939 1608445.5265623366),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,314.53912077511393,2964.0279345885774,0.0,21798.72043099059,13387.307163108446
4207,271475,2363.0,02290,POINT (32593.22987123733 1502718.358204429),2015,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,613.7021822577149,0.0,166.59272010527405,5456.071238236753,2096.6211323904886
4209,271488,1076.0,02070,POINT (-255384.73495387606 1201485.8714882396),2015,6,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26981.27593328302,1206.6078448586095,26358.542838980266,4801.443226573806
4211,271504,3130.0,02188,POINT (-140350.01210302534 1856357.3204475734),2017,6,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1898.7226508530543,70673.08348567346,318.5344226510562,68467.71520922771,7906.589647877811
4212,271571,6548.5,02290,POINT (73307.68366368065 1908581.4791566858),2016,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,91887.21279988968,2909.357794203105,92948.22358300294,2517.5431088428463
4221,271815,838.7,02050,POINT (-110899.42535169222 1326018.5368128608),2019,7,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,735.3534293112756,348.30322344493203,0.0,1824.9042750020171,744.7980349469392
4223,271855,73.4,02270,POINT (-506222.01821268257 1383442.171016209),2016,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,827.5356108477199,836.4408165062114,4379.1441821994,158753.5152166411,159760.85059305857
4225,271971,21849.6,02290,POINT (-51657.286043853725 1492868.6241729402),2019,6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,171.87942251663026,1948.7685234784417,0.0,42164.87101098884,41277.49117536002
4226,271983,100.6,02290,POINT (438352.129174159 1885606.266164962),2018,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16451.601593149495,3127.0790878933376,867.3611699233227,0.0,1467.333836788486
4228,272086,1108.8,02290,POINT (-198764.7047269177 1654818.0197200417),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9993.75712711915,17334.798562754237,0.0,11689.51922651048,10713.15300998129
4248,273466,78132.2,02290,POINT (358265.2143193616 1782795.2871193148),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1307.6146999692928,24.5742540685403,2220.171766914212,14472.396028002071
4249,273499,12139.2,02290,POINT (202071.37490709414 1772899.5283721557),2020,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,95.8343017479658,3590.4884832662246,4055.8831287103785,3475.8853097505425
4251,273647,16.7,02050,POINT (-177032.3183020605 1335911.2650859905),2016,7,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1732.941382922779,3105.9020886393846,0.0,34701.4060874167,33490.810786606635
4259,273878,21867.2,02290,POINT (154913.08305968955 1745644.4526427235),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38.083059691416565,0.0,5179.83872759144,2027.7108367715432,54361.82166743253
4263,274161,361.3,02068,POINT (126304.16823618201 1535452.9912502107),2015,6,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,960.4193556450396,1353.827356917258,0.0,6174.06496879337,4041.273582610156
4267,274353,148.6,02290,POINT (489128.375958153 1749782.6593157854),2018,7,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,759.0139236431405,34.51441504217544,1192.8629138264316,644.256829490983
4269,274439,1928.0,02050,POINT (789.9044284878844 1216708.3719922465),2015,6,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12440.951922483211,10142.556686448572,0.0,98706.82026270575,101864.65479117692
4272,274456,451.9,02158,POINT (-379173.0222739051 1371745.5952811192),2018,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22179.249545771127,22601.121206107284,0.0,33917.24624112353,34389.61896751022
4275,274591,82432.2,02290,POINT (123081.57203397116 1778270.2545861627),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,345.9721653628744,10923.526918981655,5756.093205977296,18838.92697403087
4276,274607,14907.3,02261,POINT (398070.6017824155 1343949.1361864111),2019,7,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4313.902366172263,1366.2055291240733,15513.958178354662,10392.158231916517
4280,274700,15.9,02290,POINT (550120.9448160487 1922643.9787773308),2022,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,253.07920345992798,2023.745085060153,0.0,485.35515051897727,10721.982526866854
4284,275016,779.0,02050,POINT (-411183.8407894749 1269859.0856610236),2017,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25324.468526265344,38642.4215298842,48265.95020525248,110794.66406829475,84021.00075963442
4286,275100,11.2,02290,POINT (92364.1430470263 1720640.2415043002),2022,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,235.00941413298375,13935.491768375401,4283.473355184295,34301.19653058588
4298,275822,19.29,02068,POINT (251031.39075647955 1539191.4077944846),2020,4,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1656.6972372351242,5199.498206561058,0.0,43764.49035873948,43863.6394710854
4299,275978,34482.3,02290,POINT (36980.54362666965 1910897.9612622566),2016,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,97.84042213623825,127932.5343361337,0.0,128556.03181986291,7894.3766421659975
4302,276227,47.5,02090,POINT (308172.43850106036 1672055.7551760774),2014,6,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,144.0754647097156,355.9798615063362,0.0,571.2180677688394,8463.63141789241
4303,276302,27.8,02240,POINT (363740.93955730903 1576471.517949338),2015,5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8555.065862415657,12813.438177819988,0.0,11892.45145840669,19568.45160622053
4311,276812,4088.6,02290,POINT (-3250.6280619326335 1676552.7010930341),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,360.4910419995713,2433.5725788496725,739.487868939367,4623.065062910557
4314,276949,11.5,02270,POINT (-459633.5301325845 1446515.0789979063),2017,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7281.49333240921,26009.03470839158,2310.86430662658,105769.27342617167,106530.90469113349
4319,277239,981.0,02050,POINT (-321559.8157944584 1166823.931173513),2019,7,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,562.082560273145,38930.561191781526,959.9089362331449,22633.917411166938,7798.087438906302
4324,277534,11.0,02290,POINT (59853.77952268091 1486886.5296748409),2020,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1433.8531481729135,508.6175412876976,0.0,3676.854110600628,704.7250764557023
4325,277612,38.8,02290,POINT (-146905.23819752413 1655787.0410602929),2017,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2428.265949988244,627.6869957303458,2845.9233030498044,490.0767738884091
4330,277730,15.0,02090,POINT (350308.633396516 1614846.6498103621),2017,6,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126.18872540647072,636.6426082931924,0.0,667.3646193889261,3669.7212186531738
4332,277781,2865.5,02290,POINT (3671.3094842106216 1426753.3054155973),2022,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3609.8847158837502,3251.3638498204195,0.0,3327.4598361428484,4312.9328967175425
4333,277815,622.6,02290,POINT (171462.6731376819 1759308.5583192913),2015,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,652.179899060147,5363.316943591733,2106.746143179856,32923.212951943715
4336,277909,1775.0,02050,POINT (-166257.43162741815 1266812.4554634572),2019,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1027.0798869318692,1569.7793242742255,0.0,596.3099350596269,1647.4864270457238
4339,277969,98.0,02290,POINT (282129.01757396216 1798298.6098948228),2022,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,639.2232994072732,569.4302981671241,1371.7369937178216,2101.2710143001163
4340,278053,3409.7,02290,POINT (-59338.82931067982 1608394.5607219718),2015,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,906.541902233591,0.0,127.24783894705355,11515.899768859292,9433.84831439183
4342,278125,25.2,02188,POINT (-392741.1772335076 1788570.4164037101),2019,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159383.47799977052,159125.94720167696,35406.651743761206,213381.53283128882,171596.9907671316
4347,278429,34.0,02180,POINT (-433080.66862189263 1702679.7399648968),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103447.18260956518,104019.49613853151,3127.8884276440463,233168.64948981992,232229.92724176357
4352,278726,573.6,02122,POINT (227170.23482097534 1183911.0865635537),2015,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11360.120170761704,1652.4869838921359,1051.5200664426227,3969.8847879305,2943.731944474508
4353,278736,1825.0,02070,POINT (-239134.2797072457 1076088.6878421411),2015,6,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22155.414500593914,96576.59347776014,0.0,110108.4752478092,23177.004724374932
4356,279137,134.2,02290,POINT (65852.10868708836 1911120.3505305673),2020,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,99601.80132544143,2302.15061326363,100823.04878406084,3413.5132239810523
4358,279169,26.0,02290,POINT (-138072.89465154268 1450015.6788456286),2017,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,486.9195266340128,3481.5232203089863,0.0,47157.67835420817,46258.52147763392
4359,279184,63.0,02290,POINT (356089.8853315927 1887718.6884286595),2018,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33389.00130877579,25555.143673306433,0.0,638.3055344713829,2502.9420085984502
4372,279469,63.0,02290,POINT (152422.61922035596 1836384.0686641128),2014,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1914.9512622940658,3591.4845363939576,7151.956359978489,10104.455615527419
4375,279577,17.3,02290,POINT (233113.20197803277 1700024.269198159),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.922457884323588,1464.9689130449058,0.0,4127.758332551782,4025.420382733949
4381,279730,643.0,02068,POINT (264572.81312188314 1573607.0333426746),2015,5,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.19303419176539,12828.905450639599,0.0,12276.137116266595,13388.69632668617
4386,279862,1092.3,02158,POINT (-476029.18871772045 1341745.5384145577),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,487.23583150399224,20429.7384128647,21201.33133799623,135022.4546124742,134348.35698752623
4394,280170,4897.0,02290,POINT (-54283.467566844585 1576993.6554954909),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1279.454622316302,45.464373910794635,0.0,11515.549300580073,11422.396136146743
4395,280220,50.9,02170,POINT (67677.68807299898 1346327.508366563),2019,7,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113.87356545311519,1719.5969159343224,0.0,65632.58699951292,71302.5612033382
4397,280288,11.7,02050,POINT (-131574.2050309963 1233543.575017342),2019,7,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12315.77331762787,11938.539979560452,0.0,13300.541111592527,14877.444559000707
4404,280813,400.2,02188,POINT (-309242.81575525535 2023541.4168018536),2020,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88025.99924146602,269798.38485574274,38132.27584902353,273993.34287201246,204172.41782201084
4406,280935,404.4,02290,POINT (533851.014874746 1762667.0701612805),2017,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,894.1815864768269,477.13341191421785,4915.507745714696,1268.616072043931
4411,281079,30305.1,02240,POINT (605121.7068475819 1460430.707761526),2021,7,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6183.640781542966,8569.3125522644,0.0,6197.007915240015,12847.014435804724
4412,281097,2305.1,02050,POINT (-131128.5692495674 1311167.0111048257),2019,7,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,587.1362896898164,2715.8048102932416,0.0,754.5474596075611,749.6508456934928
4415,281203,186.2,02188,POINT (-265231.5188864334 1756693.0076638737),2018,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74166.73851884925,89167.15517815782,1061.3501979772634,89235.03228590608,74028.7707560916
4416,281244,42.8,02188,POINT (-419859.56242417084 2007163.662522396),2018,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176943.07087723634,325791.06239777536,44018.93102930558,329220.8455637951,272551.4725002418
4418,281312,51.1,02290,POINT (12.233528031995192 1823415.0106965487),2019,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,66423.52440557649,8833.495371382562,66535.809102465,2186.1741267871753
4422,281528,112.3,02188,POINT (-197075.2525616526 1818210.3623437805),2020,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5387.66386027839,35827.50067377314,14619.383938935385,40056.2057091041,5459.878899960708
