,OBJECTID,IncidentSi,POOFips,geometry,year,month,day,FireCause_Human,FireCause_Natural,FireCause_Undetermined,FireCause_Unknown,POOCounty_Aleutians East,POOCounty_Aleutians West,POOCounty_Anchorage,POOCounty_Bethel,POOCounty_Bristol Bay,POOCounty_Denali,POOCounty_Dillingham,POOCounty_Fairbanks North Star,POOCounty_Juneau,POOCounty_Kenai Peninsula,POOCounty_Kodiak Island,POOCounty_Kusilvak,POOCounty_Lake and Peninsula,POOCounty_Matanuska-Susitna,POOCounty_Nome,POOCounty_North Slope,POOCounty_Northwest Arctic,POOCounty_Southeast Fairbanks,POOCounty_Valdez-Cordova,POOCounty_Wade Hampton,POOCounty_Yukon-Koyukuk,POOLandown_ANCSA,POOLandown_BIA,POOLandown_BLM,POOLandown_County,POOLandown_DOD,POOLandown_DOE,POOLandown_NPS,POOLandown_Private,POOLandown_State,POOLandown_Tribal,POOLandown_USFS,POOLandown_USFWS,distance_to_blackspruce,distance_to_paperbirch,distance_to_whitespruce,distance_to_aspen,distance_to_poplar
2644,200452,340.2,02290,POINT (158012.86410809637 1743288.3866186598),2022,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1684.0982582306344,2161.073400905236,3842.6512260925897,53467.9639257498
2645,200464,770.1,02240,POINT (450276.6781807979 1633148.882966809),2022,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,932.7482189292042,0.0,205.57825993824113,1419.881871056704,44197.007334990885
2646,200467,39959.0,02050,POINT (-97918.95938111017 1289902.6822077744),2022,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,749.8179221344053,226.72398067178247,1132.4989259288047,2024.675521631063,15741.601028934461
2647,200468,9910.7,02164,POINT (-70992.42585431975 1106759.851888344),2022,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33794.339697806456,35812.65019072181,0.0,145458.33066918585,137971.34041167094
2648,200477,70911.8,02290,POINT (-42862.65309604334 1588958.4285689432),2022,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1217.894793213078,0.0,780.4465229656668,5357.407085660053,2311.7166867110805
2649,200487,3257.3,02290,POINT (148318.86755028553 1858094.8965582184),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,9232.624647357512,1147.4977553385831,17808.57537017118,2646.8866403081465
2650,200500,308.9,02068,POINT (118307.41036083573 1554876.5383430913),2022,7,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,845.0727329565728,1000.7467410105663,277.4631591950171,659.8808555840109
2651,200505,7791.2,02050,POINT (-18557.82618193507 1226233.9499181376),2022,6,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19983.344489963943,20863.66301447188,0.0,78084.4558715799,82434.65020414216
2652,200507,12390.6,02090,POINT (427960.67726333835 1660798.6440119434),2022,6,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,76.35598805663176,426.2276296642093,777.9641312070065,61989.84480665284
2654,200526,206057.0,02290,POINT (21126.18253410146 1523521.229230464),2022,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,650.661268026875,305.79123746194847,0.0,6364.444285273349,6600.269470615665
2655,200533,215.9,02290,POINT (141233.2194985852 1848090.5395396359),2022,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,12479.388301438206,140.46589632867847,16425.48945904763,1421.1859951104404
2657,200553,45734.0,02070,POINT (-173989.9341280983 1216234.7570859443),2022,6,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10477.027178799728,9860.900959474659,0.0,9899.7626237267,17885.61570975977
2660,200573,74.1,02290,POINT (166722.5052375527 1699784.9622880064),2022,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,269.0972941364431,2841.7110122063937,1109.1012938590573,21359.543601723704
2661,200577,276.4,02290,POINT (137298.21999722262 1658673.322920342),2022,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,34.26472917728245,399.5588776459798,0.0,243.67198927291156,2698.351810796167
2662,200580,9876.4,02290,POINT (10963.809786577684 1570475.0335647538),2022,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,183.28478867392377,836.2400285254904,0.0,47727.56993029589,51133.46663139422
2664,200597,40450.5,02050,POINT (-104529.32350074587 1290399.2995038007),2022,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1006.8897230170861,377.27005941112253,1035.124968505639,11367.965062119509
2665,200608,3179.4,02068,POINT (135647.34343764433 1565666.578298587),2022,7,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1259.2077235214558,1239.949073179231,2883.1095857273,2080.328200965863
2666,200614,410.2,02290,POINT (151188.94817479502 1870921.7952141971),2022,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,8974.263633372431,284.5882216264644,12021.025014322075,5959.571306338038
2667,200616,91624.3,02050,POINT (-51257.32502127135 1275832.003962407),2022,6,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20444.220638469007,21116.007171014524,0.0,20438.486824273175,23492.026972682965
2668,200619,3001.5,02290,POINT (9749.420601021187 1683314.3241194542),2022,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,803.817560130608,561.5502817839086,951.9203075958698,8822.806998299673
2669,200624,93.6,02290,POINT (174957.92325545714 1718431.073060398),2022,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,229.3618344488765,2182.1505219854976,1570.4860521246153,40929.7432006556
2670,200629,201.8,02290,POINT (186235.47481408087 1729826.001573127),2022,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,528.6041043076509,5637.271229251326,2196.798691894856,49169.77174453611
2671,200633,87145.4,02290,POINT (111751.46786943063 1659136.1398444485),2022,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,156.98578535419153,3024.122614525971,4008.0332843157003,7688.308319842614
2673,200643,79928.6,02290,POINT (-102378.21229797942 1580717.7316682967),2022,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,349.62151446918585,1266.1232607601237,0.0,41022.11792925103,41143.282023971195
2680,201215,254.0,02050,POINT (-286160.50386733445 1336579.3604217707),2017,6,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,851.1700635434369,16758.673554343375,183.1330137065378,25797.744981199172,28193.967774024404
2682,201282,507.5,02158,POINT (-406714.9011450855 1374552.2192215293),2020,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185.05307754594747,253.6014310689579,0.0,60781.53778252424,60875.80073602986
2688,201542,2676.0,02290,POINT (-155149.9962144712 1832774.9714139658),2018,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1531.9625283725609,45485.01787503953,3102.143970830954,46338.184956194134,1515.967076939792
2691,201681,44.9,02290,POINT (-135447.3968090891 1406784.5158297364),2016,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1486.414381778736,1137.035806550015,0.0,25630.006866723757,26003.29717822054
2692,201682,26.1,02188,POINT (-124903.51804225202 1832700.6827466213),2016,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2771.0240283765065,49943.51769325851,6460.743660061214,43915.16784002017,7163.73750664801
2697,201790,32.2,02290,POINT (-2582.8977132294967 1401068.1417610499),2018,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,388.82395876870913,0.0,1285.9820853898175,1631.236352032408
2698,201812,32714.6,02290,POINT (496821.8097385255 2081641.9928773767),2017,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11172.836355620082,178.92538477532042,41170.05657502914,41752.37435446134
2699,201941,31.3,02240,POINT (616131.554457306 1621378.65403168),2018,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,450.0387578434081,1008.6820013696708,0.0,0.0,76942.68741959608
2700,201945,78.6,02050,POINT (-374840.05391077057 1238300.6409603215),2019,6,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28055.835882689797,19541.182159572338,30560.51693235088,70436.14371857428,42992.60748909712
2720,202930,3513.3,02290,POINT (527511.5851002444 1761912.7780591452),2019,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1501.837266106526,588.2329975655441,6386.110000904758,718.3713241382388
2721,203062,10109.2,02290,POINT (-191687.6941226293 1529349.0644359754),2015,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,359.12246512821133,1221.1318645608949,0.0,4525.989681774567,1388.0722370527003
2724,203282,3538.3,02050,POINT (-183786.60023876582 1320839.364556948),2019,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1449.8951720705754,138.25113322784878,26895.014204219216,29628.886781498393
2728,203430,3044.5,02290,POINT (-50038.39148704046 1714556.276286249),2018,7,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,641.1736212801851,9328.11117704988,2041.9460530242739,9464.17246352201
2731,203525,31836.3,02070,POINT (-236824.9546753577 1091550.799483614),2022,6,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13355.972573220663,80961.5175194228,0.0,94597.22776999947,13685.62076251773
2737,203786,5609.4,02290,POINT (71510.45552645552 1740609.2460542864),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,793.866787461525,2542.0288331499146,1102.4954920720188,22773.183710987403
2738,203872,69.4,02185,POINT (-470487.69239276944 2069572.369663439),2016,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,247075.81722082314,405465.6702293399,111564.83482539229,408976.29313178995,352449.4542923307
2740,203920,13.0,02050,POINT (-535685.4792389673 1278635.1303825928),2016,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27107.57558924133,25712.49541301422,30087.50265059498,211678.65091104113,184036.4288173747
2741,203984,7930.3,02290,POINT (-10782.990749009003 1471042.9970029402),2016,5,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,327.11694882649107,1321.3710378740188,0.0,3316.03292513177,2333.992225775676
2748,204219,130960.0,02290,POINT (464099.8331938979 1873405.71131119),2019,6,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,604.3396156273961,9777.644644220261,0.0,1227.3950227769467,2491.162081772914
2750,204251,5797.7,02290,POINT (-69045.23124472576 1681048.7314990752),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,110.36275889682898,11613.731049856544,2437.447872352351,22895.30029700158
2756,204441,22234.2,02188,POINT (-135148.8650496622 1863380.1156052644),2017,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3390.168028081026,78720.88592065839,2643.5921766867227,74750.12603418206,11962.975035908848
2765,204894,276038.2,02290,POINT (44441.51401670808 1786366.4285420584),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,30309.02945857274,2266.0123867051648,30217.62471063806,2835.3286540608565
2766,205023,318.4,02180,POINT (-433337.92489276157 1660577.9229067569),2018,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81632.2861190206,81889.20631140047,4603.302684405878,211182.627506293,211966.45473992857
2770,205215,233.0,02050,POINT (-119926.2713453205 1297724.2356337418),2015,6,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,502.55648026693143,582.5224828881717,0.0,588.065447003307,409.2837216872827
2772,205315,206.5,02188,POINT (-236128.70270095114 2036754.5479034618),2016,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78958.398012332,256251.74514559715,84307.85205321212,260749.8850341825,157240.99067543552
2773,205334,147.0,02290,POINT (368913.09006327065 1972203.0326495566),2019,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,368.1880562085743,547.9153269027023,0.0,11130.483845791074,27843.990361535623
2774,205342,5500.0,02090,POINT (350884.74327363214 1653081.1510380977),2018,5,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,385.0399738390498,761.0076039590695,178.92006816204912,21937.139675440485
2776,205372,43.4,02290,POINT (-4579.893480588882 1828751.7103976654),2022,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,72365.53030892083,4568.505826718906,72566.57826551654,488.7684839617695
2783,205609,10312.2,02290,POINT (147835.69558799552 1632676.3246810092),2019,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,74.02964139745582,0.0,406.3546566739225,5144.144894182237,240.3614004365896
2784,205634,22.4,02290,POINT (156499.97598313016 1843421.7110444664),2021,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,361.7552075543985,1492.3632348142712,1033.272188760472,11126.833198384207
2786,205753,326.0,02290,POINT (-118301.45224712165 1801323.2864942942),2022,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,18127.416691762493,3192.596949259063,16025.166768977908,543.5221613244621
2787,205801,12208.4,02068,POINT (323421.5330879502 1600291.013818943),2019,6,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,506.140188794725,13.238118504691878,212.61167425170223,4515.592809147924
2791,206093,857.4,02290,POINT (429237.18734527787 1853573.0483946681),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13257.060748319172,3727.297416403092,0.0,51.44264658902617,1683.92243304232
2792,206144,54099.1,02158,POINT (-532553.758062915 1305313.6895203504),2020,5,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3321.0138043266556,3484.416256382106,3341.575239355797,198995.20563602145,197151.23730379646
2794,206280,23.3,02050,POINT (-302900.10107335995 1262839.1712142273),2019,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,10826.46515728096,24.573516232183565,22447.64623460367,2684.4739853063907
2800,206538,23.4,02060,POINT (-159713.6058138498 978282.0768253873),2019,8,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63482.907777150314,62024.326839406116,1013.8151356721503,210286.70464592584,123287.12860936282
2802,206575,432.0,02188,POINT (-373778.3557050136 2019051.170632263),2020,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,137990.71375220743,302548.9209130499,8581.747148720615,306337.0094719231,250887.90326877224
2803,206595,1165.0,02090,POINT (361955.6266294959 1635971.1874423767),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,357.31198779914627,163.15930346124398,0.0,434.5676534691458,26737.112207286667
2804,206599,41628.0,02050,POINT (-453368.8217881079 1290954.1635554933),2015,6,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14467.910944114325,17810.232472280448,17340.450005323455,133796.95858969633,130949.63066615781
2806,206682,980.6,02290,POINT (139585.63690788153 1879154.9761716516),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,21629.648452092588,781.7415174830651,22259.596837455043,4307.511802815786
2807,206685,56.0,02110,POINT (1083466.027584793 1133057.9783015663),2018,5,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194776.526541514,3455.139776367284,196174.75457085355,196188.48161891729,194964.33576023098
2815,206897,13.3,02290,POINT (-53820.288286418116 1549103.7528091148),2020,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1878.4789067608456,125.9901118457471,35724.91895420535,36084.56447276325
2817,206959,40201.5,02290,POINT (425441.2368554749 1987620.5305517581),2017,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,255.8489881051122,179.6200538374347,0.0,9828.73626314556,18682.484026490936
2819,207123,2288.0,02070,POINT (-185191.19343214267 1207792.8107534456),2019,7,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11709.027496813434,10889.248108982589,0.0,13548.767487110706,10877.832619607947
2822,207312,9178.0,02050,POINT (-34066.39680673634 1245194.986824729),2015,6,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17336.199668015244,32122.777170646958,0.0,54168.59185936712,58622.55880878377
2826,207428,3264.8,02261,POINT (474393.34807130013 1428574.3969727838),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,550.9086542267669,97446.8581339374,0.0,38982.15881842925,38233.748591268326
2827,207454,7692.0,02290,POINT (-58063.057460745884 1678115.835255833),2022,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1406.9245828434237,9190.804453065737,1351.2701745296758,24885.20072543127
2831,207570,59532.5,02290,POINT (185500.32790749762 1827151.0507335486),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,122.78982072842292,0.0,751.4434687021131,7379.234998444168,14891.16670201457
2838,207937,14413.0,02050,POINT (-490945.091576558 1271571.8319605798),2015,6,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40661.729855347054,42902.3232757238,54487.59692493301,175805.36648727077,143582.12858643668
2840,208080,96.1,02290,POINT (-54197.53889275485 1753378.0458226472),2022,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4585.706976842807,0.0,3.0458226471673697,7247.317209812266,5346.414330868966
2841,208172,323.3,02290,POINT (192684.3005869743 1968521.4665855267),2015,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,48099.259023161874,10028.368092195067,56625.56719543573,58197.12515273077
2843,208241,85260.5,02290,POINT (-168599.64786743594 1453852.8897974936),2019,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1082.1161113813978,6164.2689383065435,0.0,22836.526850500995,27901.822071366576
2845,208326,34.8,02290,POINT (-308838.494902315 1489526.0892500991),2020,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21838.34982188888,21877.442867207,0.0,22565.689965814425,22313.275701410807
2848,208448,12945.0,02290,POINT (-142798.6718395507 1470196.2926395542),2017,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,328.30208199819384,1191.2588825448706,0.0,30426.50560852462,28727.234036838334
2858,208828,947.3,02290,POINT (-8117.8652098892035 1732617.3440861485),2022,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1007.6811727673157,5737.523541399365,3076.2942905501473,22120.99824713837
2860,208986,270.0,02290,POINT (-59193.12692356185 1477771.088786091),2015,6,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,375.3517491328741,7674.013692602859,0.0,28460.689284710148,28487.13834017833
2862,209155,28.0,02290,POINT (33203.4092160021 1741435.848839667),2018,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,241.87207179362574,6581.12801688375,1699.7985591939303,18218.31652059891
2867,209439,663.5,02290,POINT (13333.93357666085 1951869.6476006228),2022,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,160190.2333281638,135.03921568469698,164574.5796251611,50975.56168516161
2869,209492,1129.8,02188,POINT (-247405.95636110875 2044134.8002792932),2020,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85229.7593814488,266089.8914820542,90484.45764347698,270568.31244690646,170182.72680124754
2871,209577,3556.9,02290,POINT (-167710.9694465281 1627482.6397073388),2022,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,427.7938823810912,0.0,1875.9318497336628,9537.556852173164,5273.115609391385
2872,209590,37.0,02290,POINT (-247850.07166455346 1369729.5519574352),2015,7,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,361.9050767285218,4018.8090259221312,0.0,40226.04649716673,44973.68340466463
2874,209669,21.2,02240,POINT (369199.96498831344 1579440.217511088),2019,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6290.161146343636,7409.087540718882,0.0,6279.297583913028,21224.92376051543
2877,209825,3500.0,02090,POINT (354264.27187632775 1655648.2709727306),2016,5,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.575659932002893,124.6580577751467,593.3551994519252,49.43167434953018,26176.878511967807
2880,209953,9453.2,02290,POINT (-195094.64902818945 1604937.4947101953),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,625.8141115850162,2482.3380606815977,0.0,1743.4045290370952,277.0181883649911
